ar.L1.y,ar.L2.y,ar.L3.y,ar.L4.y,ma.L1.y,ma.L2.y,ma.L3.y,ma.L4.y,is_anomaly,window_label
0.2166041848990498,1.1776621771572031,0.31788420841157433,-0.7311187891187219,1.476019070543286,0.49928943767057515,-0.6050852554914982,-0.29976460205431193,0,0-99
-1.8181476039195381,0.05103225782046095,1.8203834827199636,0.9467315767004504,2.9534497562672413,3.831826262640935,2.5498439503457173,0.7387136322965366,0,50-149
0.37782121413439435,0.9390448663336448,0.13061813697829947,-0.4713135547546382,1.1175247111617364,0.28385968044306387,-0.1067453155838416,0.28096642451341003,0,100-199
0.9213622076928367,0.15541421920696225,-0.5027022459901036,0.39439623166659293,0.6087586253989653,0.5642342417703391,0.8883307709362158,0.6391952848278252,0,150-249
0.41467011881443194,0.49825088731495615,0.34409185883351334,-0.30725346199769427,1.2642978876345894,0.9435424082568546,0.2805044470338117,0.3590234401021741,0,200-299
0.06652727321028323,0.8582402425016815,0.3997241536616341,-0.4066985440094893,1.3677017589818077,0.7693474946370611,0.18593473832903237,0.2971317640642125,0,250-349
0.026039260777496354,0.8702049354202606,0.3790173966500841,-0.3498417079994798,1.4947510417011165,0.9349865912814433,0.3039795185860883,0.30376546859660786,0,300-399
-0.1923528014294684,1.2496962064645,0.3416840279531435,-0.44460462712985493,1.9785173574672414,1.428025208606677,0.3822854064084552,0.09825782873692553,0,350-449
-0.227642576784871,1.2104518350932796,0.34317364530347183,-0.35909649006043565,1.860205107356239,1.312679795146528,0.4805335614873491,0.19473022538281104,0,400-499
0.6842240026017001,0.3403138814387873,-0.5577815087428164,0.4957973014751101,0.9324953923134448,0.7238620686297674,1.1163344479765758,0.7073109574356167,0,450-549
0.3158077649241632,0.9157717051519948,-0.26818334207188244,-0.012356482591654934,1.4020443028783132,0.9066324272305166,0.9802683470779168,0.7737364899506592,0,500-599
0.006660595725906555,1.0999694137084344,0.11266851405383371,-0.2665655964552759,1.9329764436996117,1.7789573331597597,1.1816806806469509,0.5886853570545914,0,550-649
-0.22591877354830137,0.5959519388374459,0.783161623794209,-0.21235643894855133,2.1413388290726427,2.6826905415209206,1.8490343678689003,0.8170074972163224,0,600-699
-0.1423490095282758,0.6664875218794347,0.6030716335838516,-0.17458255514484033,2.0627990029485113,2.374332472139285,1.588485544171645,0.680956664240556,0,650-749
-0.07350313282704084,1.2417356427692146,0.2021071067109309,-0.4049693651054632,1.8677402638727816,1.3263156353271828,0.5983790134672268,0.3189289408838823,0,700-799
-0.1401194956699846,1.5049376514595458,0.22907614910168916,-0.6163514159637234,1.7973843601942354,0.8753039840210439,0.02012680812280672,0.0623738432418362,0,750-849
0.1644945240467073,1.1902407035079412,0.1247506937963026,-0.4968206289351966,1.4121413554718436,0.5445062550494788,-0.17266688822826098,0.03404526395124783,0,800-899
0.1918769074651061,0.6305391536015283,0.532964567686749,-0.3752561971633543,1.2847390968415024,1.0665481319174028,0.24150171884618057,0.26841441578272407,0,850-949
-0.4242209764044601,1.4819005663219698,0.43629737714339084,-0.5364791575422243,2.1059928059286217,1.5735724159746451,0.7336709535235673,0.30237908196114194,0,900-999
-0.051753967804840484,1.0859025522501458,0.35868182381160785,-0.4323388456789331,1.894539253845413,1.648719777295545,0.8890211571624822,0.43248857000557517,0,950-1049
0.9952612589384943,0.31192273712356766,-0.6081725561640593,0.2863655457833738,0.8486939036171313,0.4852040479919765,0.5476381965136653,0.35522976858333943,0,1000-1099
-0.0778185473470552,1.0338900787980922,0.44559437058264584,-0.42355138395799213,1.8015923298731906,1.5537645458102376,0.7368385726135729,0.37110291465136597,0,1050-1149
0.8968504672336212,0.04937116331340276,-0.1004982464187271,0.1362657526996077,0.6616891931218869,0.7651872499135126,0.5949091283979738,0.47363590993158033,0,1100-1199
0.90536286792615,0.03469546610120003,-0.013674180704229093,0.05431200835378598,0.7613770780488023,0.8940661135169412,0.7054048945926157,0.5428647711549516,0,1150-1249
0.07161520394836594,1.1187499884466279,0.021291133435797326,-0.2682637511913437,1.8897729446026026,1.5595950674275993,0.9453235679339602,0.4899548134988596,0,1200-1299
0.25647087036266947,0.8180849278704909,0.012832463331502002,-0.13790565478026678,1.51248365411055,1.3290268977095003,1.0294895094305245,0.6314313573518752,0,1250-1349
0.3987586738435105,0.6115188686201047,-0.0419912212294897,-0.014571599850253695,1.3163773670757313,1.2040224506348616,1.1053566309908893,0.7261570114250384,0,1300-1399
0.23148718198797769,0.6901181132530396,0.4407615046497442,-0.4031702807991595,1.596446840580451,1.3920282752715625,0.623961885109072,0.39037102384022754,0,1350-1449
0.6088289265400829,0.5081857132428316,-0.18822443147688056,0.03868603305426284,1.0705194175862613,0.6847009386112874,0.5681687633648878,0.5488202447668096,0,1400-1499
0.1772175770189277,0.9877633928712981,0.4438834078890258,-0.6366882627086542,1.2008967361374392,0.2352132317241242,-0.5477881319307565,-0.07654567720396421,0,1450-1549
0.08462140095748788,0.5372725557344871,0.7930351948063201,-0.473775916448501,1.324343889241925,0.8816553052987909,-0.10145091083450279,-0.024757910798504458,0,1500-1599
-0.03386167016731411,1.2044921282612084,0.13359603247618848,-0.3574938539869839,1.887631864462348,1.5748104960877531,0.985120484541521,0.5132541578906961,0,1550-1649
-0.16483904413961475,1.0263817416159788,0.4238626374331861,-0.3708201167251474,1.6268447003623365,1.0081445790437076,0.3737026250328911,0.2996201774015799,0,1600-1699
0.6222468675156853,0.3769212428153633,-0.13444146499674375,0.0860136949420628,0.7460211111068001,0.5521566731294236,0.4697267490719797,0.24107198168442726,0,1650-1749
-1.0465409238344188,0.43258545850895996,1.1348482321961935,0.4789080420286782,2.626969628646709,3.0328712474361152,1.7223875492705285,0.4356532766931689,0,1700-1799
0.5108778110318304,0.7094317746071457,-0.1125124236477125,-0.1308441374025209,1.1575957237492227,0.6604541037037056,0.2417930372484169,0.27512575867697736,0,1750-1849
0.9022020740706679,0.3754340838954018,-0.5593109045238847,0.2611968267595033,0.7678981017545465,0.4317636848739572,0.511786675809001,0.3545293297972491,0,1800-1899
0.7997802250686938,0.49331306096276917,-0.5454293501338868,0.23188630190139883,0.8189763725775767,0.5855256951132503,0.587556375461101,0.337043945999989,0,1850-1949
-0.36545253511142384,1.5707660942140502,0.36571498473303576,-0.6257795419855781,2.195400573977474,1.6848006398812256,0.7057402027528221,0.23940170939011035,0,1900-1999
-0.2750194085764259,1.3875910303244279,0.3249253021975731,-0.4882483343560192,2.0554484508891337,1.6248281782397749,0.7849328670724545,0.3044490448872227,0,1950-2049
0.10505995754375685,0.6341242543506896,0.5932861264916515,-0.36779418044841544,1.7894262322617218,1.8401316649584372,0.9623388727267164,0.4441934613831333,0,2000-2099
0.16082166831700564,0.9854287267145387,0.35581716645993466,-0.5284798823860081,1.6068783267666913,1.2624031201706651,0.4511266820108402,0.2873812475921407,0,2050-2149
0.5066979518333189,0.38254750020461487,0.24706737999891654,-0.1585157399460959,0.8434446762159672,0.8677821670807109,0.6108741611146069,0.6131197950175936,0,2100-2199
-1.8279823541571305,0.07209155514898835,1.8295707322116304,0.9263200154389096,3.319219994732584,4.586776928529613,3.0938240677682796,0.86281838182771,0,2150-2249
0.10805786341647501,1.079507456788346,0.10171579552184505,-0.3079047476999833,1.4519294896717214,0.9569100543781901,0.40270840641264144,0.28472574203652284,0,2200-2299
