ar.L1.y,ar.L2.y,ar.L3.y,ar.L4.y,ar.L5.y,ar.L6.y,ma.L1.y,ma.L2.y,ma.L3.y,ma.L4.y,ma.L5.y,ma.L6.y,is_anomaly,window_label
0.1314608854982863,2.162605776146657,0.10500144250504112,-2.0519565827952126,-0.16881026439601557,0.8079825957224547,1.5420917005488217,-0.5754946115359002,-2.107871270005375,-0.1785095597916554,1.3845328455578292,0.6593820590177466,0,0-99
0.06354943260193147,0.1996547533025324,-0.1309769440112768,0.6833840205507207,0.44717949887018804,-0.3124820612561671,1.5240506064784805,1.6525171284165077,1.9938120056744675,1.413686447736208,0.47177345441500285,0.30826479155372827,0,50-149
-0.2627707558925078,-0.09947546546524136,0.5430267480109915,0.44306060467182684,0.11109465200985867,0.17919434485290264,1.78695054377756,2.4411525404966357,2.4721490838914453,2.2611687816049892,1.5900078524274757,0.9204909096453053,0,100-199
-0.025366670675603734,0.15134527404834017,0.5186114644844262,-0.1318918242922887,-0.047097615947869854,0.4525852465448256,1.5766811080590575,2.0989027395214706,1.9265367956434543,2.041102296490088,1.437429585560401,0.5661944709739625,0,150-249
-0.8076721382316627,0.5029826450294856,0.5092532008552224,-0.06658838011708168,0.3305705161273912,0.3605463594773812,2.5149527269106655,3.056162201262149,2.9143174605147797,3.08219655302457,2.385744840961979,0.8410157333870196,0,200-299
0.8147317765955563,0.18542671524347576,-0.3470666190080633,-0.2501807090215118,0.6652115386260129,-0.1477293505081853,0.5663142495789025,0.3674698362436898,0.7031203389305686,1.029573196194838,0.12993657704055478,0.23443046927213265,0,250-349
-0.09307583504967264,0.2861064604319554,0.3029034495335978,-0.37156243396765914,0.32800075271268225,0.40062684039894036,1.5956431608662127,1.726042709479202,1.4977667661731469,1.8567792781294359,1.4395582192914609,0.7219906227826731,0,300-399
0.14622800838476271,-0.05510061391619237,0.3093983384090345,0.07646155468547622,0.08752386047759679,0.3519440024336968,1.5798857780445297,2.141828448430914,2.0597177613415667,2.0909995107794757,1.5785513432506315,0.8345244238069337,0,350-449
-0.17225042854866124,0.48270188940541403,-0.13697737002689991,0.37671212981148877,0.5101768642711768,-0.12083094791148428,1.800466433892535,1.990134938190525,2.1421678518136438,1.7615984220522785,0.7663319345041977,0.2451803685148083,0,400-499
-0.3088343170820003,0.12253253343233447,0.3637895281479013,0.3070852939074385,0.05259599752054075,0.3461892505602643,1.9581699083229562,2.637429304094077,2.816101919208347,2.5785417412892535,1.7973030128167637,0.7415767071240796,0,450-549
-0.4733982267574653,0.3032621151393131,0.6309117808155488,0.5293113258613374,-0.13218655510685748,0.014676712605106635,2.237478451412998,3.0791716329609007,3.178189220602038,2.6219704978488525,1.7613914780000184,0.8256401773212064,0,500-599
0.1752118755922017,0.38858241649733,0.05522408370584923,-0.11228312596468852,0.000920704324934879,0.42999079121434625,1.6967207012266092,2.163165393727917,2.215577935992089,2.139370465146733,1.698615180943587,0.9290875666402182,0,550-649
0.41651945866204393,0.2692449378191877,-0.14366184145902727,-0.012375521140815395,0.21466837292761703,0.19519978705205515,1.4098431602136658,1.8433615476363525,1.8039038078313216,1.6144285234199467,1.2764371455788295,0.7593269815816328,0,600-699
0.5874355724455411,0.019969136121686715,0.06487357393750219,-0.06857546761494931,0.23541303791767665,0.11264708212113825,1.2729299862535743,1.6780337114204682,1.578506495886721,1.508486146009751,1.0475018913732714,0.6683741791487372,0,650-749
0.764782501917938,0.7126897784388622,-1.2547370603241446,0.4767566172009894,0.7269623137151011,-0.4563397944997454,1.001056137560393,0.3723140272830898,1.0813423260320607,1.0501371280787357,0.12672221187020732,0.10330498720710857,0,700-799
2.538162710646885e-05,0.5576543103539973,-0.22088484755253812,0.6640866992700263,0.4075004217861946,-0.45324303534714516,1.6257894842044547,1.6511604393636987,1.9602217810686837,1.4932215878497261,0.5565237124848158,0.2785148516689145,0,750-849
