date_time_bucket,passenger_count
2015-01-01 00:00,22153
2015-01-01 00:30,29547
2015-01-01 01:00,30236
2015-01-01 01:30,28348
2015-01-01 02:00,26264
2015-01-01 02:30,25243
2015-01-01 03:00,23117
2015-01-01 03:30,21017
2015-01-01 04:00,18170
2015-01-01 04:30,12629
2015-01-01 05:00,8899
2015-01-01 05:30,6999
2015-01-01 06:00,5750
2015-01-01 06:30,5381
2015-01-01 07:00,5056
2015-01-01 07:30,4930
2015-01-01 08:00,4624
2015-01-01 08:30,4726
2015-01-01 09:00,5505
2015-01-01 09:30,6510
2015-01-01 10:00,7705
2015-01-01 10:30,10007
2015-01-01 11:00,11405
2015-01-01 11:30,13562
2015-01-01 12:00,14537
2015-01-01 12:30,15296
2015-01-01 13:00,15376
2015-01-01 13:30,16302
2015-01-01 14:00,16066
2015-01-01 14:30,16485
2015-01-01 15:00,16887
2015-01-01 15:30,16430
2015-01-01 16:00,16044
2015-01-01 16:30,14655
2015-01-01 17:00,15514
2015-01-01 17:30,16184
2015-01-01 18:00,16280
2015-01-01 18:30,16550
2015-01-01 19:00,15626
2015-01-01 19:30,14304
2015-01-01 20:00,13741
2015-01-01 20:30,13578
2015-01-01 21:00,13326
2015-01-01 21:30,13560
2015-01-01 22:00,12730
2015-01-01 22:30,12533
2015-01-01 23:00,10673
2015-01-01 23:30,9947
2015-01-02 00:00,8258
2015-01-02 00:30,8343
2015-01-02 01:00,6326
2015-01-02 01:30,4485
2015-01-02 02:00,3991
2015-01-02 02:30,3126
2015-01-02 03:00,2794
2015-01-02 03:30,2296
2015-01-02 04:00,2506
2015-01-02 04:30,2012
2015-01-02 05:00,1955
2015-01-02 05:30,2486
2015-01-02 06:00,3774
2015-01-02 06:30,5344
2015-01-02 07:00,5956
2015-01-02 07:30,7314
2015-01-02 08:00,8030
2015-01-02 08:30,10085
2015-01-02 09:00,10867
2015-01-02 09:30,11830
2015-01-02 10:00,12507
2015-01-02 10:30,13943
2015-01-02 11:00,14115
2015-01-02 11:30,15399
2015-01-02 12:00,16521
2015-01-02 12:30,16913
2015-01-02 13:00,16207
2015-01-02 13:30,17068
2015-01-02 14:00,17756
2015-01-02 14:30,17887
2015-01-02 15:00,17936
2015-01-02 15:30,18259
2015-01-02 16:00,16710
2015-01-02 16:30,15525
2015-01-02 17:00,17440
2015-01-02 17:30,19523
2015-01-02 18:00,20137
2015-01-02 18:30,20936
2015-01-02 19:00,21998
2015-01-02 19:30,19934
2015-01-02 20:00,18302
2015-01-02 20:30,17815
2015-01-02 21:00,17366
2015-01-02 21:30,17518
2015-01-02 22:00,19508
2015-01-02 22:30,19720
2015-01-02 23:00,18658
2015-01-02 23:30,19337
2015-01-03 00:00,18085
2015-01-03 00:30,16661
2015-01-03 01:00,15624
2015-01-03 01:30,14177
2015-01-03 02:00,12850
2015-01-03 02:30,11509
2015-01-03 03:00,10329
2015-01-03 03:30,8830
2015-01-03 04:00,7903
2015-01-03 04:30,4497
2015-01-03 05:00,3189
2015-01-03 05:30,2793
2015-01-03 06:00,2810
2015-01-03 06:30,3696
2015-01-03 07:00,3707
2015-01-03 07:30,4758
2015-01-03 08:00,5334
2015-01-03 08:30,7736
2015-01-03 09:00,9130
2015-01-03 09:30,11189
2015-01-03 10:00,11887
2015-01-03 10:30,14095
2015-01-03 11:00,14737
2015-01-03 11:30,16826
2015-01-03 12:00,18143
2015-01-03 12:30,20074
2015-01-03 13:00,21386
2015-01-03 13:30,21466
2015-01-03 14:00,21368
2015-01-03 14:30,21695
2015-01-03 15:00,21529
2015-01-03 15:30,20273
2015-01-03 16:00,19355
2015-01-03 16:30,17061
2015-01-03 17:00,18676
2015-01-03 17:30,21073
2015-01-03 18:00,22091
2015-01-03 18:30,23100
2015-01-03 19:00,23801
2015-01-03 19:30,22393
2015-01-03 20:00,18954
2015-01-03 20:30,18005
2015-01-03 21:00,19333
2015-01-03 21:30,18891
2015-01-03 22:00,20259
2015-01-03 22:30,20055
2015-01-03 23:00,19787
2015-01-03 23:30,20995
2015-01-04 00:00,19613
2015-01-04 00:30,16975
2015-01-04 01:00,16541
2015-01-04 01:30,14379
2015-01-04 02:00,13089
2015-01-04 02:30,10506
2015-01-04 03:00,9216
2015-01-04 03:30,8103
2015-01-04 04:00,6823
2015-01-04 04:30,4263
2015-01-04 05:00,3025
2015-01-04 05:30,2549
2015-01-04 06:00,2605
2015-01-04 06:30,3064
2015-01-04 07:00,3205
2015-01-04 07:30,4254
2015-01-04 08:00,4897
2015-01-04 08:30,6628
2015-01-04 09:00,7726
2015-01-04 09:30,9284
2015-01-04 10:00,10955
2015-01-04 10:30,13348
2015-01-04 11:00,13517
2015-01-04 11:30,14443
2015-01-04 12:00,15285
2015-01-04 12:30,16028
2015-01-04 13:00,16329
2015-01-04 13:30,15891
2015-01-04 14:00,15960
2015-01-04 14:30,16376
2015-01-04 15:00,15303
2015-01-04 15:30,16271
2015-01-04 16:00,15873
2015-01-04 16:30,15588
2015-01-04 17:00,15471
2015-01-04 17:30,16139
2015-01-04 18:00,15862
2015-01-04 18:30,16218
2015-01-04 19:00,14093
2015-01-04 19:30,17786
2015-01-04 20:00,16079
2015-01-04 20:30,14137
2015-01-04 21:00,11407
2015-01-04 21:30,12479
2015-01-04 22:00,11317
2015-01-04 22:30,10005
2015-01-04 23:00,8802
2015-01-04 23:30,8002
2015-01-05 00:00,6671
2015-01-05 00:30,5963
2015-01-05 01:00,4171
2015-01-05 01:30,3366
2015-01-05 02:00,2856
2015-01-05 02:30,2235
2015-01-05 03:00,1618
2015-01-05 03:30,1697
2015-01-05 04:00,1887
2015-01-05 04:30,1839
2015-01-05 05:00,2478
2015-01-05 05:30,4064
2015-01-05 06:00,6468
2015-01-05 06:30,10515
2015-01-05 07:00,13647
2015-01-05 07:30,16293
2015-01-05 08:00,17797
