date_time_bucket,passenger_count
2016-03-01 00:00,6485
2016-03-01 00:30,4990
2016-03-01 01:00,3846
2016-03-01 01:30,2886
2016-03-01 02:00,2361
2016-03-01 02:30,1768
2016-03-01 03:00,1684
2016-03-01 03:30,1451
2016-03-01 04:00,1598
2016-03-01 04:30,1529
2016-03-01 05:00,1975
2016-03-01 05:30,3708
2016-03-01 06:00,5806
2016-03-01 06:30,10039
2016-03-01 07:00,12834
2016-03-01 07:30,17260
2016-03-01 08:00,16992
2016-03-01 08:30,17776
2016-03-01 09:00,16220
2016-03-01 09:30,15692
2016-03-01 10:00,13602
2016-03-01 10:30,13586
2016-03-01 11:00,13380
2016-03-01 11:30,14050
2016-03-01 12:00,13969
2016-03-01 12:30,13725
2016-03-01 13:00,13387
2016-03-01 13:30,14871
2016-03-01 14:00,15343
2016-03-01 14:30,16224
2016-03-01 15:00,16332
2016-03-01 15:30,15451
2016-03-01 16:00,14176
2016-03-01 16:30,14226
2016-03-01 17:00,15961
2016-03-01 17:30,18123
2016-03-01 18:00,20539
2016-03-01 18:30,21436
2016-03-01 19:00,21063
2016-03-01 19:30,19910
2016-03-01 20:00,19888
2016-03-01 20:30,19026
2016-03-01 21:00,20242
2016-03-01 21:30,19314
2016-03-01 22:00,18477
2016-03-01 22:30,15724
2016-03-01 23:00,12967
2016-03-01 23:30,10509
2016-03-02 00:00,8332
2016-03-02 00:30,6496
2016-03-02 01:00,4880
2016-03-02 01:30,3659
2016-03-02 02:00,3192
2016-03-02 02:30,2727
2016-03-02 03:00,2222
2016-03-02 03:30,1796
2016-03-02 04:00,1839
2016-03-02 04:30,1676
2016-03-02 05:00,2054
2016-03-02 05:30,4043
2016-03-02 06:00,5936
2016-03-02 06:30,10559
2016-03-02 07:00,13699
2016-03-02 07:30,17767
2016-03-02 08:00,18426
2016-03-02 08:30,18374
2016-03-02 09:00,16965
2016-03-02 09:30,15630
2016-03-02 10:00,14814
2016-03-02 10:30,14613
2016-03-02 11:00,14080
2016-03-02 11:30,15320
2016-03-02 12:00,15992
2016-03-02 12:30,15004
2016-03-02 13:00,14432
2016-03-02 13:30,15830
2016-03-02 14:00,16189
2016-03-02 14:30,17459
2016-03-02 15:00,17253
2016-03-02 15:30,15809
2016-03-02 16:00,14417
2016-03-02 16:30,14257
2016-03-02 17:00,16694
2016-03-02 17:30,19091
2016-03-02 18:00,21480
2016-03-02 18:30,22505
2016-03-02 19:00,22913
2016-03-02 19:30,22660
2016-03-02 20:00,22249
2016-03-02 20:30,22245
2016-03-02 21:00,22423
2016-03-02 21:30,22430
2016-03-02 22:00,20464
2016-03-02 22:30,18813
2016-03-02 23:00,17296
2016-03-02 23:30,12588
2016-03-03 00:00,10876
2016-03-03 00:30,7394
2016-03-03 01:00,5824
2016-03-03 01:30,4277
2016-03-03 02:00,3424
2016-03-03 02:30,2784
2016-03-03 03:00,2034
2016-03-03 03:30,1786
2016-03-03 04:00,2024
2016-03-03 04:30,1837
2016-03-03 05:00,2336
2016-03-03 05:30,4153
2016-03-03 06:00,6219
2016-03-03 06:30,10741
2016-03-03 07:00,14365
2016-03-03 07:30,18888
2016-03-03 08:00,19121
2016-03-03 08:30,18479
2016-03-03 09:00,18362
2016-03-03 09:30,17495
2016-03-03 10:00,16000
2016-03-03 10:30,15324
2016-03-03 11:00,15146
2016-03-03 11:30,16638
2016-03-03 12:00,16900
2016-03-03 12:30,16266
2016-03-03 13:00,16156
2016-03-03 13:30,17548
2016-03-03 14:00,17491
2016-03-03 14:30,17842
2016-03-03 15:00,18146
2016-03-03 15:30,16198
2016-03-03 16:00,15562
2016-03-03 16:30,14590
2016-03-03 17:00,17450
2016-03-03 17:30,19669
2016-03-03 18:00,22039
2016-03-03 18:30,22740
2016-03-03 19:00,23533
2016-03-03 19:30,22564
2016-03-03 20:00,22284
2016-03-03 20:30,22279
2016-03-03 21:00,22093
2016-03-03 21:30,22209
2016-03-03 22:00,21632
2016-03-03 22:30,20507
2016-03-03 23:00,19318
2016-03-03 23:30,16201
2016-03-04 00:00,13608
2016-03-04 00:30,10483
2016-03-04 01:00,8669
2016-03-04 01:30,6816
2016-03-04 02:00,5305
2016-03-04 02:30,4601
2016-03-04 03:00,3588
2016-03-04 03:30,3020
2016-03-04 04:00,3156
2016-03-04 04:30,2515
2016-03-04 05:00,2663
2016-03-04 05:30,4499
2016-03-04 06:00,6354
2016-03-04 06:30,10983
2016-03-04 07:00,13733
2016-03-04 07:30,18214
2016-03-04 08:00,19332
2016-03-04 08:30,19403
2016-03-04 09:00,18006
2016-03-04 09:30,16346
2016-03-04 10:00,15019
2016-03-04 10:30,15133
2016-03-04 11:00,14869
2016-03-04 11:30,15619
2016-03-04 12:00,15715
2016-03-04 12:30,15481
2016-03-04 13:00,15439
2016-03-04 13:30,16066
2016-03-04 14:00,16973
2016-03-04 14:30,17547
2016-03-04 15:00,16914
2016-03-04 15:30,15445
2016-03-04 16:00,14568
2016-03-04 16:30,13907
2016-03-04 17:00,16554
2016-03-04 17:30,19107
2016-03-04 18:00,21519
2016-03-04 18:30,23165
2016-03-04 19:00,24309
2016-03-04 19:30,23352
2016-03-04 20:00,22640
2016-03-04 20:30,21653
2016-03-04 21:00,21150
2016-03-04 21:30,21162
2016-03-04 22:00,21375
2016-03-04 22:30,22474
