date_time_bucket,passenger_count
2014-01-01_00-00,24916
2014-01-01_00-30,33070
2014-01-01_01-00,32396
2014-01-01_01-30,30975
2014-01-01_02-00,30054
2014-01-01_02-30,27265
2014-01-01_03-00,25586
2014-01-01_03-30,22607
2014-01-01_04-00,19784
2014-01-01_04-30,14731
2014-01-01_05-00,10857
2014-01-01_05-30,8778
2014-01-01_06-00,7110
2014-01-01_06-30,6830
2014-01-01_07-00,6217
2014-01-01_07-30,5513
2014-01-01_08-00,5282
2014-01-01_08-30,5405
2014-01-01_09-00,6474
2014-01-01_09-30,7354
2014-01-01_10-00,8844
2014-01-01_10-30,11124
2014-01-01_11-00,12947
2014-01-01_11-30,14806
2014-01-01_12-00,16233
2014-01-01_12-30,17675
2014-01-01_13-00,18223
2014-01-01_13-30,18710
2014-01-01_14-00,19353
2014-01-01_14-30,19474
2014-01-01_15-00,19117
2014-01-01_15-30,18901
2014-01-01_16-00,17287
2014-01-01_16-30,15882
2014-01-01_17-00,17437
2014-01-01_17-30,18400
2014-01-01_18-00,18373
2014-01-01_18-30,18500
2014-01-01_19-00,18072
2014-01-01_19-30,16958
2014-01-01_20-00,14599
2014-01-01_20-30,14567
2014-01-01_21-00,13256
2014-01-01_21-30,14202
2014-01-01_22-00,13149
2014-01-01_22-30,12788
2014-01-01_23-00,10168
2014-01-01_23-30,9028
2014-01-02_00-00,7758
2014-01-02_00-30,6130
2014-01-02_01-00,4690
2014-01-02_01-30,3865
2014-01-02_02-00,3244
2014-01-02_02-30,2362
2014-01-02_03-00,1934
2014-01-02_03-30,1780
2014-01-02_04-00,2101
2014-01-02_04-30,1854
2014-01-02_05-00,2370
2014-01-02_05-30,3772
2014-01-02_06-00,5493
2014-01-02_06-30,8766
2014-01-02_07-00,10798
2014-01-02_07-30,13387
2014-01-02_08-00,15016
2014-01-02_08-30,17477
2014-01-02_09-00,17103
2014-01-02_09-30,16340
2014-01-02_10-00,15718
2014-01-02_10-30,16245
2014-01-02_11-00,16238
2014-01-02_11-30,17483
2014-01-02_12-00,18425
2014-01-02_12-30,18541
2014-01-02_13-00,19120
2014-01-02_13-30,19078
2014-01-02_14-00,19612
2014-01-02_14-30,19526
2014-01-02_15-00,19020
2014-01-02_15-30,18378
2014-01-02_16-00,16892
2014-01-02_16-30,15874
2014-01-02_17-00,18733
2014-01-02_17-30,20732
2014-01-02_18-00,22402
2014-01-02_18-30,23435
2014-01-02_19-00,23354
2014-01-02_19-30,20538
2014-01-02_20-00,17290
2014-01-02_20-30,14642
2014-01-02_21-00,13785
2014-01-02_21-30,12465
2014-01-02_22-00,11758
2014-01-02_22-30,10545
2014-01-02_23-00,9376
2014-01-02_23-30,7668
2014-01-03_00-00,6637
2014-01-03_00-30,5577
2014-01-03_01-00,4367
2014-01-03_01-30,3382
2014-01-03_02-00,2961
2014-01-03_02-30,2320
2014-01-03_03-00,1888
2014-01-03_03-30,1491
2014-01-03_04-00,1271
2014-01-03_04-30,939
2014-01-03_05-00,879
2014-01-03_05-30,1053
2014-01-03_06-00,1282
2014-01-03_06-30,1832
2014-01-03_07-00,2599
2014-01-03_07-30,3421
2014-01-03_08-00,4387
2014-01-03_08-30,5314
2014-01-03_09-00,6572
2014-01-03_09-30,7228
2014-01-03_10-00,8047
2014-01-03_10-30,8889
2014-01-03_11-00,8857
2014-01-03_11-30,10116
2014-01-03_12-00,10432
2014-01-03_12-30,10113
2014-01-03_13-00,10305
