date_time_bucket,passenger_count
2012-03-01_00-00,15578
2012-03-01_00-30,11255
2012-03-01_01-00,8178
2012-03-01_01-30,6473
2012-03-01_02-00,5242
2012-03-01_02-30,4240
2012-03-01_03-00,3359
2012-03-01_03-30,2997
2012-03-01_04-00,2970
2012-03-01_04-30,2436
2012-03-01_05-00,2427
2012-03-01_05-30,4472
2012-03-01_06-00,7110
2012-03-01_06-30,12858
2012-03-01_07-00,17373
2012-03-01_07-30,22258
2012-03-01_08-00,23852
2012-03-01_08-30,23576
2012-03-01_09-00,23048
2012-03-01_09-30,22437
2012-03-01_10-00,20138
2012-03-01_10-30,20408
2012-03-01_11-00,18275
2012-03-01_11-30,20466
2012-03-01_12-00,20835
2012-03-01_12-30,20237
2012-03-01_13-00,19112
2012-03-01_13-30,21069
2012-03-01_14-00,21434
2012-03-01_14-30,22767
2012-03-01_15-00,22242
2012-03-01_15-30,20081
2012-03-01_16-00,18007
2012-03-01_16-30,15382
2012-03-01_17-00,18552
2012-03-01_17-30,20993
2012-03-01_18-00,23176
2012-03-01_18-30,26190
2012-03-01_19-00,28333
2012-03-01_19-30,28181
2012-03-01_20-00,27560
2012-03-01_20-30,26867
2012-03-01_21-00,25749
2012-03-01_21-30,25713
2012-03-01_22-00,26934
2012-03-01_22-30,25939
2012-03-01_23-00,25227
2012-03-01_23-30,23828
2012-03-02_00-00,21130
2012-03-02_00-30,16524
2012-03-02_01-00,13273
2012-03-02_01-30,10475
2012-03-02_02-00,8924
2012-03-02_02-30,7424
2012-03-02_03-00,5590
2012-03-02_03-30,4862
2012-03-02_04-00,4581
2012-03-02_04-30,3326
2012-03-02_05-00,3024
2012-03-02_05-30,4678
2012-03-02_06-00,7061
2012-03-02_06-30,12358
2012-03-02_07-00,16161
2012-03-02_07-30,21851
2012-03-02_08-00,23633
2012-03-02_08-30,23879
2012-03-02_09-00,22888
2012-03-02_09-30,21912
2012-03-02_10-00,20187
2012-03-02_10-30,20368
2012-03-02_11-00,19437
2012-03-02_11-30,21452
2012-03-02_12-00,21813
2012-03-02_12-30,21201
2012-03-02_13-00,21059
2012-03-02_13-30,22012
2012-03-02_14-00,22575
2012-03-02_14-30,23662
2012-03-02_15-00,22669
2012-03-02_15-30,20640
2012-03-02_16-00,18586
2012-03-02_16-30,17561
2012-03-02_17-00,20400
2012-03-02_17-30,24318
2012-03-02_18-00,26289
2012-03-02_18-30,29190
2012-03-02_19-00,30325
2012-03-02_19-30,31150
2012-03-02_20-00,30418
2012-03-02_20-30,31802
2012-03-02_21-00,32360
2012-03-02_21-30,32028
2012-03-02_22-00,31488
2012-03-02_22-30,31678
2012-03-02_23-00,31237
2012-03-02_23-30,30548
2012-03-03_00-00,28235
2012-03-03_00-30,25109
2012-03-03_01-00,23058
2012-03-03_01-30,21426
2012-03-03_02-00,20482
2012-03-03_02-30,17536
2012-03-03_03-00,15013
2012-03-03_03-30,12811
2012-03-03_04-00,10931
2012-03-03_04-30,6472
2012-03-03_05-00,4597
2012-03-03_05-30,3637
2012-03-03_06-00,3550
2012-03-03_06-30,4493
2012-03-03_07-00,4802
2012-03-03_07-30,6699
2012-03-03_08-00,7947
2012-03-03_08-30,12070
2012-03-03_09-00,14360
2012-03-03_09-30,19065
2012-03-03_10-00,18651
2012-03-03_10-30,20542
2012-03-03_11-00,20023
2012-03-03_11-30,21845
2012-03-03_12-00,22038
2012-03-03_12-30,23010
2012-03-03_13-00,23579
2012-03-03_13-30,23739
2012-03-03_14-00,22331
2012-03-03_14-30,22354
2012-03-03_15-00,22291
2012-03-03_15-30,22763
2012-03-03_16-00,20786
2012-03-03_16-30,19439
2012-03-03_17-00,21643
2012-03-03_17-30,25193
2012-03-03_18-00,26969
2012-03-03_18-30,29163
2012-03-03_19-00,30437
2012-03-03_19-30,31114
2012-03-03_20-00,29688
2012-03-03_20-30,28072
2012-03-03_21-00,28416
2012-03-03_21-30,29556
2012-03-03_22-00,30954
2012-03-03_22-30,31909
2012-03-03_23-00,32389
2012-03-03_23-30,32050
2012-03-04_00-00,30423
2012-03-04_00-30,28874
2012-03-04_01-00,26723
2012-03-04_01-30,24529
2012-03-04_02-00,23142
2012-03-04_02-30,21375
2012-03-04_03-00,19003
2012-03-04_03-30,16759
2012-03-04_04-00,14075
2012-03-04_04-30,8641
2012-03-04_05-00,5413
2012-03-04_05-30,4150
2012-03-04_06-00,3644
2012-03-04_06-30,3976
2012-03-04_07-00,3998
2012-03-04_07-30,5504
2012-03-04_08-00,6398
2012-03-04_08-30,8449
2012-03-04_09-00,10128
2012-03-04_09-30,14088
2012-03-04_10-00,15324
2012-03-04_10-30,19281
2012-03-04_11-00,20129
2012-03-04_11-30,21641
2012-03-04_12-00,22481
2012-03-04_12-30,23199
2012-03-04_13-00,23495
2012-03-04_13-30,23127
2012-03-04_14-00,23998
2012-03-04_14-30,23628
2012-03-04_15-00,22249
2012-03-04_15-30,21926
2012-03-04_16-00,21052
2012-03-04_16-30,19782
2012-03-04_17-00,20952
2012-03-04_17-30,22123
2012-03-04_18-00,22836
2012-03-04_18-30,23640
2012-03-04_19-00,22105
2012-03-04_19-30,20944
2012-03-04_20-00,18865
2012-03-04_20-30,18777
2012-03-04_21-00,17105
2012-03-04_21-30,17970
2012-03-04_22-00,16626
2012-03-04_22-30,15094
2012-03-04_23-00,12927
2012-03-04_23-30,11259
2012-03-05_00-00,9506
2012-03-05_00-30,6929
2012-03-05_01-00,5394
2012-03-05_01-30,4246
2012-03-05_02-00,3287
2012-03-05_02-30,2631
2012-03-05_03-00,2186
2012-03-05_03-30,2035
2012-03-05_04-00,2275
2012-03-05_04-30,2129
2012-03-05_05-00,2556
2012-03-05_05-30,4366
2012-03-05_06-00,7223
2012-03-05_06-30,12753
2012-03-05_07-00,16067
2012-03-05_07-30,20835
2012-03-05_08-00,21859
2012-03-05_08-30,22686
2012-03-05_09-00,21460
2012-03-05_09-30,20548
2012-03-05_10-00,18346
2012-03-05_10-30,17641
2012-03-05_11-00,16635
2012-03-05_11-30,18156
2012-03-05_12-00,18527
2012-03-05_12-30,18015
2012-03-05_13-00,17061
2012-03-05_13-30,18541
2012-03-05_14-00,18892
2012-03-05_14-30,20780
2012-03-05_15-00,20913
2012-03-05_15-30,19659
2012-03-05_16-00,18697
2012-03-05_16-30,18800
2012-03-05_17-00,21756
2012-03-05_17-30,24948
2012-03-05_18-00,27134
2012-03-05_18-30,28385
2012-03-05_19-00,28493
2012-03-05_19-30,27276
2012-03-05_20-00,26180
2012-03-05_20-30,24769
2012-03-05_21-00,25007
2012-03-05_21-30,23588
2012-03-05_22-00,23398
2012-03-05_22-30,20181
2012-03-05_23-00,17521
2012-03-05_23-30,13209
2012-03-06_00-00,10811
2012-03-06_00-30,8262
2012-03-06_01-00,6041
2012-03-06_01-30,4776
2012-03-06_02-00,3593
2012-03-06_02-30,2902
2012-03-06_03-00,2210
2012-03-06_03-30,1942
2012-03-06_04-00,2086
2012-03-06_04-30,1846
2012-03-06_05-00,2199
2012-03-06_05-30,3974
2012-03-06_06-00,7148
2012-03-06_06-30,12745
2012-03-06_07-00,16290
2012-03-06_07-30,22479
2012-03-06_08-00,23844
2012-03-06_08-30,24008
2012-03-06_09-00,23166
2012-03-06_09-30,22478
2012-03-06_10-00,19683
2012-03-06_10-30,19813
2012-03-06_11-00,18179
2012-03-06_11-30,20248
2012-03-06_12-00,20333
2012-03-06_12-30,19338
2012-03-06_13-00,18147
2012-03-06_13-30,20193
2012-03-06_14-00,20576
2012-03-06_14-30,22141
2012-03-06_15-00,21508
2012-03-06_15-30,20180
2012-03-06_16-00,18540
2012-03-06_16-30,17815
2012-03-06_17-00,20659
2012-03-06_17-30,24908
2012-03-06_18-00,27383
2012-03-06_18-30,28667
2012-03-06_19-00,28775
2012-03-06_19-30,28053
2012-03-06_20-00,27623
2012-03-06_20-30,26648
2012-03-06_21-00,26512
2012-03-06_21-30,27005
2012-03-06_22-00,24899
2012-03-06_22-30,22060
2012-03-06_23-00,20095
2012-03-06_23-30,16848
2012-03-07_00-00,13808
2012-03-07_00-30,10002
2012-03-07_01-00,7875
2012-03-07_01-30,5903
2012-03-07_02-00,4615
2012-03-07_02-30,3603
2012-03-07_03-00,2943
2012-03-07_03-30,2440
2012-03-07_04-00,2459
2012-03-07_04-30,2206
2012-03-07_05-00,2308
2012-03-07_05-30,4092
2012-03-07_06-00,7114
2012-03-07_06-30,12329
2012-03-07_07-00,17433
2012-03-07_07-30,22454
2012-03-07_08-00,23986
2012-03-07_08-30,23820
2012-03-07_09-00,22564
2012-03-07_09-30,22047
2012-03-07_10-00,20370
2012-03-07_10-30,19875
2012-03-07_11-00,18342
2012-03-07_11-30,20755
2012-03-07_12-00,21230
2012-03-07_12-30,19953
2012-03-07_13-00,19257
2012-03-07_13-30,20939
2012-03-07_14-00,21092
2012-03-07_14-30,22265
2012-03-07_15-00,21764
2012-03-07_15-30,19830
2012-03-07_16-00,17918
2012-03-07_16-30,16632
2012-03-07_17-00,19967
2012-03-07_17-30,23709
2012-03-07_18-00,26555
2012-03-07_18-30,28666
2012-03-07_19-00,29287
2012-03-07_19-30,29675
2012-03-07_20-00,28423
2012-03-07_20-30,27752
2012-03-07_21-00,27629
2012-03-07_21-30,27008
2012-03-07_22-00,25922
2012-03-07_22-30,25144
2012-03-07_23-00,23145
2012-03-07_23-30,19309
2012-03-08_00-00,15836
2012-03-08_00-30,12252
2012-03-08_01-00,9665
2012-03-08_01-30,7336
2012-03-08_02-00,5834
2012-03-08_02-30,4543
2012-03-08_03-00,3615
2012-03-08_03-30,2988
2012-03-08_04-00,3213
2012-03-08_04-30,2652
2012-03-08_05-00,2677
2012-03-08_05-30,4516
2012-03-08_06-00,7088
2012-03-08_06-30,12304
2012-03-08_07-00,16545
2012-03-08_07-30,21973
2012-03-08_08-00,23438
2012-03-08_08-30,24029
2012-03-08_09-00,23257
2012-03-08_09-30,21896
2012-03-08_10-00,20262
2012-03-08_10-30,20916
2012-03-08_11-00,19975
2012-03-08_11-30,21911
2012-03-08_12-00,21571
2012-03-08_12-30,20805
2012-03-08_13-00,19697
2012-03-08_13-30,21921
2012-03-08_14-00,22270
2012-03-08_14-30,22632
2012-03-08_15-00,22111
2012-03-08_15-30,19768
2012-03-08_16-00,18210
2012-03-08_16-30,16633
2012-03-08_17-00,20099
2012-03-08_17-30,23788
2012-03-08_18-00,26236
2012-03-08_18-30,28190
2012-03-08_19-00,29345
2012-03-08_19-30,29665
2012-03-08_20-00,29346
2012-03-08_20-30,28965
2012-03-08_21-00,28856
2012-03-08_21-30,28834
2012-03-08_22-00,29068
2012-03-08_22-30,28077
2012-03-08_23-00,26655
2012-03-08_23-30,24179
2012-03-09_00-00,22782
2012-03-09_00-30,17571
2012-03-09_01-00,14741
2012-03-09_01-30,14690
2012-03-09_02-00,10499
2012-03-09_02-30,7794
2012-03-09_03-00,6438
2012-03-09_03-30,5480
2012-03-09_04-00,4807
2012-03-09_04-30,3545
2012-03-09_05-00,3320
2012-03-09_05-30,4612
2012-03-09_06-00,7309
2012-03-09_06-30,12329
2012-03-09_07-00,16747
2012-03-09_07-30,21559
2012-03-09_08-00,23581
2012-03-09_08-30,23602
2012-03-09_09-00,22987
2012-03-09_09-30,22052
2012-03-09_10-00,20556
2012-03-09_10-30,21468
2012-03-09_11-00,20308
2012-03-09_11-30,21732
2012-03-09_12-00,21539
2012-03-09_12-30,20773
2012-03-09_13-00,20280
2012-03-09_13-30,22430
2012-03-09_14-00,23773
2012-03-09_14-30,23726
2012-03-09_15-00,22322
2012-03-09_15-30,20438
2012-03-09_16-00,18525
2012-03-09_16-30,17007
2012-03-09_17-00,19520
2012-03-09_17-30,23680
2012-03-09_18-00,25878
2012-03-09_18-30,28576
2012-03-09_19-00,31052
2012-03-09_19-30,31221
2012-03-09_20-00,31040
2012-03-09_20-30,30091
2012-03-09_21-00,30704
2012-03-09_21-30,31056
