value,is_anomaly
-0.20470765948471295,0
0.1923526147789501,0
-0.08433185018359046,0
-0.8370723421466583,0
0.8160310303428913,0
3.2979489568719664,0
3.956098828620363,0
2.972415196501446,0
2.2249620140327657,0
2.7705282702237612,0
3.6081855340578617,0
1.8082112140393443,0
0.2390762146782472,0
-0.31876559002424637,0
1.299114031986902,0
2.8999717125727296,0
0.8982629304648646,0
-1.4139522495069907,0
-0.558275317743893,0
0.4509334014253328,0
0.23711596502389287,0
0.03775728669235495,0
3.3391136440294606,0
3.7524266882677058,0
1.875786783122273,0
-0.13968168955277133,0
-0.3923961279091887,0
0.5045366563355429,0
0.9238083929714369,0
2.0944633286654364,0
1.5001568762303874,0
-0.22312187639518533,0
-3.702602475349509,0
-6.413486489634824,0
-6.784297238263328,0
-4.135464598234149,0
-2.608629279786362,0
-1.4295852526617714,0
-1.8487335086667125,0
-1.3456147003305288,0
-3.062302047138653,0
-3.576979089943733,0
-4.414653837099721,0
-4.459618645083696,0
-4.7187575532331465,0
-3.327140989061578,0
-1.209015494831133,0
-0.4829508250836029,0
-0.08640540369575095,0
1.3571512534478463,0
2.102623896832866,0
2.002183842059479,0
1.148915318844522,0
1.4445780172031777,0
2.77237527061361,0
2.0132359466505036,0
-0.8652751936592844,0
-2.458741513344576,0
-1.397141455849777,0
-0.592994387485269,0
0.6032059436130235,0
0.9201146914332716,0
0.8846761811037133,0
1.132688972926379,0
1.9344561275530283,0
1.0008037291173792,0
-0.07928154844940753,0
-2.963720729166278,0
-4.361413684683535,0
-4.979018662330803,0
-4.996780662549595,0
-2.7208101430320726,0
0.16432041453384383,0
2.339929619444455,0
3.417186284623897,0
2.367323803350633,0
0.3224554567859571,0
-1.8517167995260913,0
-3.0121705304812196,0
-2.3677509351783077,0
-1.0807470854809633,0
-1.2649731399879804,0
-0.5963931655110811,0
0.4282157116372574,0
2.0486906923462227,0
4.0630816795776745,0
3.07754715736243,0
2.1333005098236315,0
0.9027638192954213,0
1.2683433328280744,0
1.4607942636367224,0
3.389653197708835,0
3.5381368004407534,0
4.494494833532529,0
3.7781254913202473,0
3.225764241818451,0
2.1201796668441872,0
0.39027208563711524,0
-0.09757820735879419,0
0.10016918350351212,0
-1.1621566737805493,0
-2.423440429786546,0
-2.4733364681378416,0
-2.3962692021704926,0
-2.276726910411827,0
-1.7835661188290088,0
0.13442527267354887,0
2.226950154654863,0
2.068108643034833,0
2.536202008896158,0
1.678173890845781,0
1.2914991831945364,0
1.5910437008572238,0
0.0655677229287841,0
-2.065608938804105,0
-3.182286806798706,0
-2.2695339503172858,0
-1.0976528313609701,0
0.36476188253134634,0
-0.7337376688268176,0
-3.731925683968936,0
-5.823804959282504,0
-4.628185173348207,0
-1.4916241280561213,0
0.3438930899153992,0
0.558952238378104,0
0.25435648392846877,0
-0.5342383938497649,0
-1.2379066285396718,0
-1.2952600689839384,0
-2.043140795613273,0
-3.8110273905781558,0
-2.3117459326624514,0
0.640240263348734,0
2.7310698916390628,0
3.0872107618995623,0
3.4604897402337995,0
2.4266829093188242,0
0.8245315501469996,0
0.16044799370206891,0
-0.6910460616666873,0
0.40115214349644046,0
1.5515613425842807,0
1.2023204516657002,0
0.45388270346310133,0
-0.4590598362943616,0
-0.9192371101534234,0
-0.9058985801891725,0
0.12426161664308455,0
1.391392198408191,0
0.9064975360991567,0
0.7803755351965739,0
0.2561282079512233,0
-1.6272354309158068,0
-2.0545317763628854,0
-3.0075154509429254,0
-2.9764769355217364,0
-1.2207421406195393,0
1.5997395074333802,0
2.4163307733711,0
1.26206067361339,0
-0.13152976870177457,0
-2.4805169099160507,0
-0.9987707909684498,0
-0.2069319016639436,0
1.7536795304225845,0
1.9206051126474206,0
2.6616170670978416,0
4.195952254815975,0
4.906088180978079,0
6.01269362869472,0
4.310878062766713,0
2.7943745112141394,0
0.38433019769234467,0
-1.9342927888961077,0
-3.1104919179628916,0
-3.4992953605706245,0
-3.4479031586004423,0
-2.1429201658358776,0
-1.3137574449170597,0
-1.2273116227744114,0
-1.5287632257146542,0
-2.2071276289668353,0
-0.25073305875895446,0
2.3900676345875906,0
4.525923148353825,0
3.07149689687361,0
0.34859550423694696,0
-1.6557217085401863,0
-2.0977297857517123,0
-2.220292582384876,0
-2.447887330592322,0
-1.172599295879024,0
0.28964273322948003,0
1.6986280765001438,0
2.674731960699698,0
1.4050460739834627,0
-1.3730572474426812,0
-1.3604829519412813,0
-0.07672320949334266,0
2.0278510648958012,0
1.792864694598589,0
1.1722300686307938,0
-0.14427089205696642,0
-1.8369185579754144,0
-3.128338230424949,0
-5.476718431102686,0
-5.486063227983991,0
-4.52227291009021,0
-2.6950918106579578,0
0.21718070934438538,0
2.3470018991475152,0
2.118414585684686,0
2.13441297534746,0
1.5686481283946108,0
2.418698226062328,0
1.4570336109098956,0
1.041443320435285,0
1.7761313706403443,0
1.8487178539350353,0
0.7729985961800111,0
0.20681702331299884,0
-0.8512933960595166,0
-2.9757930525182585,0
-2.916082606611703,0
-0.6522895938425366,0
2.2309949616100058,0
3.005087034138384,0
1.792665596872451,0
0.6154418100244377,0
-0.8622641413497074,0
-3.0473960922971655,0
-4.56739243969916,0
-2.5205816357775603,0
-0.7592932013472807,0
-2.2313427472569956,0
-4.320877352542239,0
-3.983067374612809,0
-2.1236472236538266,0
-0.44801281181031327,0
-1.129872261241453,0
-1.6317330998188757,0
-0.49915790863177556,0
-0.008151866272672392,0
1.0704421980088292,0
0.1732110065612995,0
-0.04832543636794945,0
-0.4158044545010531,0
0.3387252058569305,0
0.3608377579070512,0
1.5890761169879883,0
0.8149214563991591,0
-0.19050090337115633,0
-1.7197562610192931,0
-1.454975039658922,0
-1.9040651609085149,0
-1.9632910172956821,0
-2.170356189007958,0
-2.866038886858745,0
-2.165215129885164,0
-2.1168161371339558,0
-0.7751410347113761,0
-0.06072681351053158,0
2.338230023970958,0
2.1336458705496613,0
0.16475928873803247,0
-1.6232044522735203,0
-1.2912242980272701,0
-0.7423063319535192,0
0.12490870165072404,0
0.8311578758049428,0
0.8577606427171659,0
-2.081068781656668,0
-3.3301432236369193,0
-2.691567627517821,0
-1.3773203924054043,0
-1.8207713453627268,0
-2.851727997233936,0
-2.8994626042921645,0
-2.386910700194506,0
-1.5671681220867,0
-1.1771574505351265,0
-0.714757213276157,0
-1.233242181263666,0
-0.42326635377714705,0
-0.8954713187992287,0
-3.6145542367106778,0
-3.446709223486468,0
-2.7210222061920017,0
-0.959706614789068,0
-0.5307228895490506,0
0.039557830326674426,0
-0.9949227739481589,0
-0.8629986906562792,0
-0.3978189849797891,0
-0.0692214232897301,0
1.2716956467556144,0
3.1197654177525376,0
2.9853458058181257,0
2.5463377896832498,0
3.3382150295888446,0
1.8956288600113407,0
-0.09620187097227889,0
-1.6313224263063477,0
-1.1765468542875896,0
-0.15958149196536878,0
1.7536171992292515,0
0.016811648481113384,0
-2.349602387557098,0
-3.6327109709232674,0
-1.7215173539183588,0
1.05402061120042,0
2.0738257020123814,0
1.9468509210698202,0
1.4539526112426566,0
0.4984877664277706,0
