ar.L1.y,ar.L2.y,ar.L3.y,ar.L4.y,ar.L5.y,ar.L6.y,ar.L7.y,ar.L8.y,ma.L1.y,ma.L2.y,ma.L3.y,ma.L4.y,ma.L5.y,ma.L6.y,ma.L7.y,ma.L8.y,is_anomaly,window_label
-0.9627670371673756,-0.4839315779282134,-0.210119520164849,0.37255428570315363,1.0381938847322922,0.5323304874822091,0.33731614907064145,0.20690502149512782,2.692423676628782,4.28283909014317,5.500814110900505,5.911953861861636,4.814171473119363,3.3410017812172415,2.003774246072233,0.7177841428009091,0,0-99
0.12817320716200747,-0.20150457892266707,0.28058301417553405,-0.04330188876704018,0.006256840126295127,-0.021652460326641726,0.16448617867394114,0.6257860252598948,1.410166980839921,1.8284485011164846,1.6743357353407755,1.774440395431142,1.745332379241869,1.6669577834802771,1.3300935317742857,0.40114544827545173,0,50-149
-0.03408501790841281,0.17399373794377015,0.26867835950652685,0.8472919243316052,0.1851873578942223,-0.2051070209385989,-0.03766549574709405,-0.2608046366909098,1.5492596146917819,1.8533663432822132,1.9831699700499854,1.327564479731036,0.4457958528466267,0.18511360623224804,-0.4464152099084244,-0.3879908187774685,0,100-199
-0.369080804260775,0.578191182306134,0.4960923585043773,-0.08883704269289606,-0.05642792036125571,0.5920020846403541,0.1982417475496987,-0.45490497589956136,1.9705252218518363,2.315638337826663,2.208968906049045,2.2026356323484477,1.6847134953929062,0.5976635983921292,-0.1633027002466084,-0.03143722321926263,0,150-249
-0.9512879706129397,0.2579138997347469,0.408867678892326,0.041532323239830624,0.4902836263106043,0.5219068275964639,0.08074264014926323,-0.0877898930861591,2.694166944415596,3.6446127477296733,3.917593561468437,4.239967114004328,3.5346341500468235,1.88631752492243,0.687442661603713,0.2497763713158632,0,200-299
0.39533967796613223,-0.31008556588589387,-0.019524098869681178,0.05161952874729403,0.48184673042027854,-0.26514424508798806,0.28955336979496726,0.17522693436497594,0.9776064878138083,1.5163593379253568,1.8361958825270253,1.9680644970758743,1.279089394642195,1.4842862257997564,0.6909377298378268,0.24752319083110969,0,250-349
-0.3621520337690284,-0.6764545978215787,0.39819333087264924,-0.0387118973069983,0.46133072970531297,0.21128805079700735,0.5355300886567204,0.13022076335214902,1.8877538473750062,3.201149415879147,3.5457130154229413,3.9848667338100285,3.4965826773131945,2.9829852240724843,1.5287933237543148,0.7593054844662662,0,300-399
-0.6339481714960831,-0.37198179513290786,-0.022266732610644546,0.2347127157966151,0.7033747370292607,0.23826122211409023,0.28601265064365283,0.42867363815297604,2.399706017637695,3.8886909870858486,4.923126962357378,5.517016607114019,4.7608750335004775,3.679288739400266,2.142375388394388,0.7614307186292442,0,350-449
-0.2650382005983808,0.4521278296331271,0.10390075982288607,-0.20005185376659215,0.35703399148061676,0.6864496666822512,0.12469504448226934,-0.3402206827832483,1.9176681581273205,2.2652005886973487,2.279766211407536,2.4983676086095343,1.9930334267586998,0.9283576451884699,0.19177029754488856,0.1850441524792012,0,400-499
0.5051960701179061,-0.33559266067280424,0.08673240174853623,0.12297199155090811,-0.03638287422168532,0.6835946395523339,-0.09543932945876102,-0.03961595573783161,1.0978599040899704,1.7779596767516406,2.0769179761108965,2.2286764527043785,1.920126774606917,1.2490520655456014,0.6481706674040852,0.6143366191181132,0,450-549
0.6275126268231983,-0.028790289202059303,-0.18897835164715857,0.07169774651188848,-0.13179597969202095,0.7025653611735283,-0.07011285796635443,-0.08581661139426419,1.0876791845248677,1.4562393636743578,1.7988733527438638,1.972621547627065,1.8557574519044717,1.3332533608314643,0.7085512295346705,0.7632997059515086,0,500-599
-0.06443450041290617,0.251528489192395,0.1980801276248726,-0.06922779761357625,-0.01020374977981613,0.5618552458455643,0.16220652995437013,-0.14038721399268989,1.9714810250270198,2.876390016861274,3.267952635677344,3.397876845229262,2.9904401740648883,2.096633583965877,0.8220856844859327,0.36903705549346455,0,550-649
0.14818569025052342,1.073440922552199,-0.5418982666063206,-0.06559783258402854,0.29914176950295646,0.20510238926310992,0.1516362117008942,-0.32354396310596484,1.7715551121256368,1.6038638662755644,1.6434591185962728,1.159322980976058,0.8728478102841262,0.4193281150660104,-0.4764677024067677,-0.32257669702722797,0,600-699
-0.6757744421084314,-0.17477217609671503,0.6831096824230987,0.017864147141035385,0.15594030609039675,0.22207289738569508,0.4215468333620336,0.2063598865443012,2.5879372196015997,4.352504767490243,4.995066472698395,5.141755736694742,4.458905101233557,3.4959512418924423,1.919882782826182,0.6724640071671318,0,650-749
0.4754281865863925,-0.004030881861757207,-0.3857557072482449,0.8520886417585916,-0.31205748054793353,0.14373853256312655,0.5929012528107624,-0.4295069766204607,1.2988840388005283,1.6509590578221423,2.251405303303154,1.7728367057341323,1.4856076751138532,1.2311214275253117,0.19270158838982254,0.0684008153331406,0,700-799
-0.372711437273202,-0.4247317758323008,-0.10690779474630158,1.0652979917321723,0.4934257257842691,0.33343428202197833,0.26147044885101023,-0.3553228429884715,1.9979754824301532,3.2735720483780932,4.32959397605921,4.144540864990544,3.356788726026246,2.2630779959101517,0.913832646304481,0.3751927431014871,0,750-849
0.20030871153034263,-0.11827277321961777,0.5093568854724144,0.43067928022266155,0.22389272026548418,0.019533922419016164,0.1126880487793191,-0.4256723106816916,1.3822272767270154,1.9189956406463171,1.658585601630937,1.3070517965014679,0.42796682333078195,0.03886020130324058,-0.5507676623259629,-0.06922676682374002,0,800-899
-0.4417318576446999,0.24280862336531223,0.2328719262891058,-0.05306250945066425,0.3385736918329079,0.6316456772248081,0.2556414078209155,-0.2753504622405073,1.9436766193471846,2.4353788075834664,2.5625709073622445,2.745017963112386,2.2501005042306734,1.2183404508498028,0.3243630080028709,0.24179280269973913,0,850-949
0.9650574357110178,-0.012384734598311575,-1.1149077066654194,1.5754904614333367,-0.7365027945683307,-0.21612722985779356,1.087186428132192,-0.5997503434172418,0.6470650826921274,0.8177741654045826,1.6927940713887513,0.6143654913110641,1.050366441737026,1.0132723555059826,-0.0003486435030778945,0.21783098151686467,0,900-999
0.08161472217212065,-0.11762419634563462,0.1776457049734526,0.5696223319472443,0.33126135205425455,-0.3177576893490986,0.2153517739407347,-0.010321211706443446,1.7590714246893633,2.7128209526212066,3.145072024966101,2.7237619678672744,1.658174949407774,1.0942522212264785,0.2699362617975429,0.1066256603760812,0,950-1049
0.15769053437388292,0.7867904237932324,0.46137722315510854,0.3599954559897019,-0.11227188206754704,-0.8762974897681977,-0.24995281493546778,0.47258600827864844,1.6646753905276654,1.5616357358201662,0.7567976832890333,-0.5109824342467175,-1.6879044534127734,-1.4729518093623626,-0.8020481525413174,-0.32094234720245224,0,1000-1099
-0.3153399588663666,0.0775430534361076,0.31701727153756265,0.34974885551127727,0.20117367108334333,0.49700191130121135,-0.0175885780593089,-0.16786106726671143,2.0262382111262554,3.043598563448297,3.3046059661324025,3.05525498612193,2.3984921330536673,1.289358735051714,0.3680978370715561,0.004504023973045876,0,1050-1149
-0.29023164847403293,0.12490025269161913,0.6386776221135941,0.7637180886877463,0.18091106673236995,0.33630503822595437,-0.515999969940994,-0.28678573447166855,1.8809845245145476,2.687399488741164,2.521860950593995,1.7848293355148588,0.8099857466370219,-0.3761357258531097,-0.5453176706018297,-0.3763090301316222,0,1100-1199
-0.48526043685697,0.1839628632219374,0.9201996246327435,0.8018973386454945,-0.006253324691100154,-0.005152624633879586,-0.384591482007063,-0.09244558618128264,2.177634448166813,3.2164658298895157,3.1497472794484116,2.2978625249229796,1.0048678907241677,-0.33223587309417324,-0.70144053301974,-0.46897892172704725,0,1150-1249
0.34381016046703844,-0.06314615506265164,0.04151680028548099,0.2422187064885657,-0.17148782138452237,0.590973789619141,0.1354954268354151,-0.24808172024875957,1.5875092991325006,2.262881814811811,2.627775001653995,2.5798100785464877,2.2848958355459503,1.6150200503199525,0.5184668731287326,0.34339309680220653,0,1200-1299
-0.05368341387704305,0.34716028095557766,0.04953068793273072,-0.4224683462462099,0.49721026006344526,0.6329071033259166,-0.16912047499534777,-0.019513409233106117,1.8673444653858196,2.4818805679815665,2.8118595899173826,3.3285594354708667,2.715791625096723,1.848888782170613,1.055216871770267,0.4700432475848217,0,1250-1349
