ar.L1.y,ar.L2.y,ar.L3.y,ar.L4.y,ar.L5.y,ma.L1.y,ma.L2.y,ma.L3.y,ma.L4.y,ma.L5.y,is_anomaly,window_label
0.3752036108515925,1.2896744554940258,-0.03618732401765512,-0.9046412631140942,0.2598065162200311,1.3001799807937318,0.09651918259540256,-0.6628981597376294,-0.04823435172697692,0.08917312171572246,0,0-99
-0.3567127231413961,0.5849765842719236,0.9533812139753001,0.3962560749161146,-0.6128402941637406,1.9164226849247803,1.8522307003370586,0.8687822240490319,-0.09796418229966025,-0.03656611001668458,0,50-149
-0.2530231345309145,0.5095638927601114,0.640256585800342,0.014405725624185049,0.050033214100446394,1.7687534094485657,1.6039940333998257,0.857631103004246,0.424747239750478,-0.012970553698692955,0,100-199
0.051128195267137216,1.0092843992696499,-0.38813589005524246,-0.21636555813207922,0.48969770009468166,1.4831822062776687,1.0356098428938707,1.3187021084051325,1.440371998036945,0.47042029485948395,0,150-249
0.4069005792867405,0.4397072266147292,-0.4169790867600664,0.3644048095368127,0.1385347561435713,1.1887320749078463,0.9625786262062221,1.2773168859677384,1.1139379674291932,0.40066380770649274,0,200-299
1.4057709860831222,-1.3395389842726884,1.4060867827653996,-1.2045952373157884,0.6752145694660436,-0.12498683253147413,1.0952742507874524,-0.0762494837434668,0.9031958691407201,0.2545262679572084,0,250-349
-0.464498165548945,0.8008276701018505,1.1311401674645412,-0.14847674959649323,-0.4090312267638221,2.0539287133510054,1.8908658166116308,0.5219109611199388,-0.14191159483218635,-0.1850098421970995,0,300-399
-0.7202848344053511,0.9500791706461502,1.2233349013246668,-0.10862115874578532,-0.4142965041643079,2.5347805725073997,2.7286021306936616,1.264504229153579,0.15774382413098625,-0.07604055905403188,0,350-449
-0.012439569761523956,0.8329599791629292,-0.32212299331790883,0.04582607988651711,0.4169723185570496,1.619184827017121,1.320481312006516,1.3127105659570444,1.1085329928958418,0.3568110989277343,0,400-499
-0.22464320304536145,1.0129466460493965,-0.31075471262440246,-0.08291688544553386,0.5397003581523627,1.8293793910312983,1.5003632254556634,1.732427353287807,1.6943993131998718,0.5826792336793245,0,450-549
-0.20022087707522943,1.1913385410762936,-0.027731220143770996,-0.267839365148303,0.23555053481958596,1.9331214875370337,1.5670854736106674,1.4583339408715845,1.4047915094393177,0.4797725091664955,0,500-599
0.5043876018438685,1.064531205990715,-0.5575229541659137,-0.28518657394098806,0.24961601579938236,1.4295873834030424,0.8472105131603088,0.5110479177608356,0.298993958763741,-0.15513869880367837,0,550-649
-0.8067062240772084,0.6552094309953016,1.2342988159184156,0.1762538394467077,-0.35846325637708426,2.6920942808842576,3.721119322255067,3.068798769902129,1.5963872276179196,0.39333963692351925,0,600-699
-0.0635869086730339,0.7083565278915349,0.592350650130878,-0.010538442240552094,-0.27692144297272697,1.9616155804961972,2.198189922015999,1.4275221961754898,0.4341192808030664,-0.07103984401639585,0,650-749
0.0319703972228737,1.2755251564797068,-0.33933015802099387,-0.4024772978936533,0.4003630207265262,1.7712375659130284,1.1000132759306838,0.8698932743590264,0.9857479245196616,0.33368842021636247,0,700-799
-0.14581871548703432,0.6512977684522041,1.0072074192155465,0.09448074409220134,-0.636427076014438,1.7436808856427282,1.7132621511193804,0.5853069678333117,-0.13953482684257829,-0.1184877643917997,0,750-849
-0.6046825568720297,1.3169232290903146,1.0403872701268422,-0.40104191019527435,-0.3823137751562086,2.1813376490938357,1.6305424702641331,0.24577557427516136,-0.09906793886122461,0.026122665273264095,0,800-899
0.19133134046225886,0.17207291895293306,0.44954084543479106,0.6415391307760241,-0.49019679936359106,1.258020206617543,1.4761390526139648,1.0200821207456392,0.2488204129824929,0.12064885445245446,0,850-949
0.6052054458641158,1.851229924411023,-1.1458869274155217,-0.919856962123143,0.6092642268995797,1.0242564321097762,-0.6120653089898203,-0.7619840672736568,-0.3228533541810495,-0.27402346970611835,0,900-999
-0.011183715461209942,1.376784148012099,-0.21472223567367832,-0.5178914153833202,0.33619214307692236,1.8323244151832412,1.265721609558172,0.8811612646593232,0.677357790884526,0.12256044236512034,0,950-1049
-0.030236094758375576,1.2959309225137785,-0.24428847920656876,-0.32118467803937517,0.2682313307563066,1.8729709425026544,1.3894857654397492,1.0681060854756077,0.916070435029254,0.356065044215074,0,1000-1099
-0.1316229220155108,0.5116893247734848,0.8786143364736355,0.15069417712231226,-0.4379002426416423,1.863330784466867,2.2860091664101247,1.4133134063227597,0.4484671182236217,0.022995061668211254,0,1050-1149
0.08100873604530373,0.5382147363183682,0.998370465735644,-0.12808249077461104,-0.5214506139160641,1.5300781515605897,1.6320193239072103,0.47550857521137563,-0.02926030306191954,-0.1487317899984967,0,1100-1199
1.4768598091212732,-0.4561187691760599,-0.2146331726133407,0.4447280995133107,-0.26234861310245555,0.18343401486776717,0.43175100752322537,0.34282780733655804,0.03516593696693265,-0.2854496400044611,0,1150-1249
-0.12982932849694298,1.3473353049340742,-0.2662084710851975,-0.4223969678655722,0.40365331266518895,2.177049857478022,1.8150761315368926,1.44807274224479,1.3456031074104924,0.5032888783934182,0,1200-1299
0.2953785339239119,0.888170158349468,-0.10552530634470896,-0.2445504302947855,0.12096327965701285,1.509952127108195,1.2268018285511575,0.9299340470902389,0.6289781524764645,-0.03596831952079462,0,1250-1349
0.19004668220539936,0.7262086292287493,0.05667738969656845,-0.0989065019156307,0.07205539257696802,1.5310244339772932,1.452423108019075,1.3159619079453737,0.9631898580495861,0.14175386316328648,0,1300-1399
-0.6060846711975871,0.8395913290772227,1.1760162032234054,-0.022068729350522953,-0.4609224615034877,2.4938245524024056,2.923959360374699,1.7810078661130389,0.6478290024410209,0.11006963266154637,0,1350-1449
-0.2929230300316781,0.9678519560256816,0.7456704101998564,-0.15206861608783565,-0.3223821798251149,1.984406748909583,1.7653032942708942,0.8199232975277625,0.3490059355546823,0.08051466547735747,0,1400-1499
-0.15957198674177553,0.719200754154002,1.0751205506795414,-0.14216669382052988,-0.5312282633334421,1.5132570358932003,0.959606047812789,-0.31087024193024604,-0.5652693747191966,-0.12900483172047209,0,1450-1549
0.40233825857690575,0.07596479737436929,0.1225754359639131,0.8539608726905817,-0.519521726496938,1.0014330007860253,0.9207825597660503,0.7332689760921347,-0.23169877315831866,-0.046815275499597214,0,1500-1599
0.22689511267013363,1.174135856099586,-0.3549349757453776,-0.35444363521041333,0.2672269530686834,1.6294751759483264,1.1215999144543218,0.8376006492523144,0.643908034428008,0.05342697759141474,0,1550-1649
0.9194591615652009,1.1138321135705627,-0.7984232014869193,-0.7583721779720243,0.5233980897988362,0.4819899530458405,-0.7702486449236916,-0.5316442296835902,0.12647805672881368,-0.24951498129820937,0,1600-1699
0.20921941730953625,0.0897299080913902,0.10774118886560805,0.8576401515169881,-0.35943508094264304,1.1697514060473013,1.5106002119193278,1.49209998924872,0.5004482279187368,0.32988784398293086,0,1650-1749
