ar.L1.y,ar.L2.y,ar.L3.y,ar.L4.y,ar.L5.y,ar.L6.y,ar.L7.y,ar.L8.y,ar.L9.y,ar.L10.y,ma.L1.y,ma.L2.y,ma.L3.y,ma.L4.y,ma.L5.y,ma.L6.y,ma.L7.y,ma.L8.y,ma.L9.y,ma.L10.y,is_anomaly,window_label
0.8596060232339598,0.21848810958348844,-0.30130195933142956,0.35888287789383033,0.1671488579731265,-0.6712253098609291,0.5044012737924647,-0.23952291525208225,-0.3335631521879789,0.4036290942223078,0.7601853284484337,0.26572055487296853,0.4111804842409665,0.28286317213512185,-0.3236268972767681,0.37048401008673904,0.3666696180991813,0.24747102208402275,0.9129937638717469,0.8420543355767364,0,0-99
-0.21867506114052115,-0.41916214634428817,0.05851596011533051,-0.14486341591017748,0.11243626612156975,0.16821641291131645,0.17723432430914873,0.28874124558469116,0.7067777353735383,0.19585602225058474,1.8659963576120067,2.8554993078339055,3.3948069376612056,3.9268423257781535,4.001397782250142,3.738598197673845,3.2122173782710437,2.684782447571449,1.419521583286747,0.6399889006076256,0,50-149
0.5685568708814459,-0.8288570488649456,0.511529720114437,0.08436635914895758,0.39601993122060886,0.4400784854133401,0.04013733968186492,-0.05977315779362452,0.15912817304043478,-0.40795521005062674,0.9189675210649284,1.9548339226537985,2.0514619104606315,2.3086588471196814,1.6970693514658373,1.3369953515196036,0.34041902887094805,0.5239889008963247,-0.32712715391060865,-0.027864220135522092,0,100-199
0.1834079437367462,0.5986547948964787,-0.07898753948020758,-0.6565557309797353,0.02830363832725702,0.697193587025046,0.062273920343964645,-0.44475529385733414,0.4167223032277544,0.0727253903001294,1.4016689975435734,1.3756987109994447,1.452033189115875,2.1757607631470792,2.1683228676782296,1.6399907660342095,1.3652435476911648,1.6852374429165753,1.000496394050347,0.41370128214544627,0,150-249
0.06559718876672951,0.254832489173942,-0.026828040982684515,-0.0625374525194021,-0.1720735144579272,-0.07335121750264668,0.4825142332755514,0.017915748229484038,0.04582010850237715,0.24089368017756815,1.6778827498141298,1.90775588605319,2.1457934163619763,2.613740417155592,2.585738183690015,2.6136235293841685,2.145681930785095,1.907553265964691,1.678006403197985,0.9993129946129526,0,200-299
0.25171872927712147,0.26958811135058774,0.46136036297167826,-0.3531535118738084,0.7938708246974217,-0.23849592296428246,-0.09645865879293011,0.018018457140639016,0.26053224006525555,-0.3675121572297267,1.1053124920417574,1.0604295196682467,0.6824736202370139,0.8417255756433479,-0.42020751589077787,-0.5744669013856528,-0.8865373000251879,-1.0065625526358946,-1.2299426389381496,-0.31348241983761166,0,250-349
-0.05813150457455389,0.24354243509345608,0.23577623500755593,0.3828247848303177,0.47946854262131455,0.1629924078095239,-0.23134388299336395,0.1585087386937377,-0.10466401798855278,-0.2690613410034491,1.5367717782507753,1.6656344092728124,1.494077490875347,0.9773645424335039,-0.12803309651958317,-0.969752633605377,-1.4713806066489035,-1.7122886631861287,-1.4463415086217772,-0.7924709740135871,0,300-399
0.7903431659059179,0.3871386853494467,0.013184645009685716,-0.44079022326673206,-0.053517119289572965,0.26651696226819616,-0.053846420596030495,-0.3583508257121193,0.49197169505715865,-0.08874337350454686,0.9182255305906228,0.526450166929388,0.025948245944004,0.3877146523370712,0.33111104096266397,0.17849229611623552,0.06150942219551149,1.054171766505863,0.882195492105944,0.4746234545496698,0,350-449
0.16673133363189094,-0.19076456649918408,0.02477045664967495,0.38030935201995203,0.428201549234188,0.12611212020072518,0.07047623584382841,0.07197432749023294,0.19997631765978438,-0.35960525154296075,1.5163997272710088,2.249383673129669,2.4915186762772974,2.408935555992892,1.5154517967122385,0.9749073898526162,0.5310533488693283,0.38121562672747394,-0.08737507979547265,0.21838588330312048,0,400-499
0.12117681831402485,0.048989794411810506,-0.36430354898611617,0.5720268899187277,-0.11000441813547485,0.7316652605211145,0.18490455807203343,-0.3134424290553839,0.2552799277822173,-0.2657841247731308,1.4814243284832662,2.002082911072552,2.7788975991849063,2.7019221671512827,2.4823801133977668,1.51398841755665,0.7193041636352044,0.5336381702246566,-0.11253809889396096,-0.18781653708791607,0,450-549
