ar.L1.y,ar.L2.y,ma.L1.y,ma.L2.y,is_anomaly,window_label
0.9944790475365555,-0.005053207895100666,0.8182920755661661,0.6527298975457347,0,0-99
1.5189353251115971,-0.5260280985440375,-0.07318614261108891,0.1765105462705007,0,50-149
1.785638094141068,-0.7912477180117826,-0.5814071674980269,0.16426961363176032,0,100-199
1.7780762555729024,-0.7852997463831017,-0.5665754337834408,0.2788809977240843,0,150-249
1.687077515421536,-0.6980351809045278,-0.06579698445805589,0.2564906308099832,0,200-299
1.6327919300702014,-0.6459745872901609,0.04780186025107727,0.2505026590065053,0,250-349
1.6319685921715752,-0.6452362351709928,-0.008942060919932979,0.27662467963443105,0,300-399
1.5558697340853,-0.5677846575368637,0.022714202115199332,0.23053314527502794,0,350-449
0.5547205732368461,0.4305730259548501,1.0289943476125014,0.5710355485913204,0,400-499
0.41773269500004917,0.5618794407828058,1.2590658791651503,0.6098907445728864,0,450-549
0.2639077743935141,0.7132729714052876,1.4889237186903037,0.7271745661935467,0,500-599
0.16876142163956753,0.8104487442191871,1.5285745435012008,0.704511128997932,0,550-649
1.467127342559106,-0.47943331868820993,0.29266491508816517,0.14869836942302073,0,600-699
1.5093472970511979,-0.5201972393751504,0.34927849091266444,0.22093212798454998,0,650-749
1.6482877876726216,-0.6561560596229229,0.048060282360864626,0.14575588910406867,0,700-799
0.6393026096749915,0.34910273905259326,0.9998294709590283,0.5348718417017653,0,750-849
1.7316473734279696,-0.7374981794557998,-0.28453929153130486,0.17211212690582117,0,800-899
1.53544091205519,-0.5458222121471361,0.013982184908659066,0.49635337499581833,0,850-949
0.12662863819316195,0.8645627518495222,1.4712151234415007,0.6378603333181256,0,900-999
0.22865891081429324,0.7619877262410629,1.5115332945636895,0.7358592356494227,0,950-1049
1.6220012176430978,-0.6299750604964082,0.019158807920029833,0.09623367728193959,0,1000-1099
1.6806266276778359,-0.6853363873760666,-0.14140113482692185,-0.05499831458809513,0,1050-1149
0.5547189859233475,0.43458844960080717,0.9212978786350419,0.5085520534476633,0,1100-1199
1.559171661107607,-0.5689199295957553,-0.12285124689972582,0.3263014551947989,0,1150-1249
0.20547004153334525,0.7720201034465141,1.4289240016175284,0.6696594453022486,0,1200-1299
0.11468231095748904,0.8603506340494363,1.599301994248261,0.7737417313079537,0,1250-1349
0.3496701089375418,0.6253046757910862,1.332461402741158,0.657436411445276,0,1300-1399
1.653572033078821,-0.6635865828875787,-0.02031962783520362,0.11495230791723339,0,1350-1449
0.5555382617776454,0.42593078510395094,1.1646967339450647,0.6565638108806097,0,1400-1499
0.20755302473012927,0.7715330557695318,1.3320150220399776,0.5941210648610283,0,1450-1549
1.6927709678323728,-0.7032563885620426,-0.20806446903959597,0.2514726414904996,0,1500-1599
1.6431767104768173,-0.6549149534058967,0.07005888500806098,0.4456152993337657,0,1550-1649
1.6787358302184794,-0.6898532069656431,-0.017028789755594954,0.351470916032034,0,1600-1699
1.6794648276915356,-0.6895317012246648,-0.03156204510181345,0.2327679301609614,0,1650-1749
1.6755544247705974,-0.6829698736482674,-0.04717564186703932,0.11952439457868903,0,1700-1799
0.43412799546976044,0.5539265049896,1.2078984533380297,0.5896105508926118,0,1750-1849
1.7722198600359191,-0.7787190346664953,-0.18310783180895113,0.02680589055597611,0,1800-1899
0.32702841157897733,0.6615140149012326,1.2470294494928031,0.6207430515399056,0,1850-1949
1.5792075088804232,-0.5896124771725344,-0.04263077361277308,0.4405341182644005,0,1900-1999
