anomaly_score,is_anomaly
0.8589894342879387,0
0.5244921448305971,0
0.5665082237521945,0
0.8682518409730233,0
0.4876577726379521,0
0.42857208028955307,0
0.8814679618346775,0
0.26209131546189,0
0.37837472221449797,0
0.11434164942143342,0
0.9517117407536059,0
0.891338360769058,0
0.86341277563958,0
0.39442400189785226,0
0.9256709718479555,0
0.9223635883404172,0
0.8431447281555812,0
0.6388744325426516,0
0.2568918432036561,0
0.8957448880901432,0
0.3767912595060778,0
0.44530022731766283,0
0.35057181297021767,0
0.480637329017496,0
0.6795578354033913,0
0.542454376093255,0
0.3471706556954969,0
0.35748958069947834,0
0.9352325068323086,0
0.39019302055666016,0
0.38875498504161043,0
0.6221123403828577,0
0.4356535248292046,0
0.4296062710706271,0
0.4059968471459539,0
0.3503065547257669,0
0.40368316803548365,0
0.5227244655641163,0
0.55950108706163,0
0.3183603903122671,0
0.8027246012761685,0
0.9188658712841463,0
0.37158718991962075,0
0.45998185354536214,0
0.5939806844953143,0
0.5201745400736084,0
0.7787284499439588,0
0.386753860961778,0
0.3412668852730784,0
0.32860337028886955,0
0.5353835785450461,0
0.653327653219729,0
0.47651301386345546,0
0.9544145628543463,0
0.8971723027881201,0
0.5853140111260654,0
0.6806056187740204,0
0.674568523156,0
0.8572328067949356,0
0.545005576430992,0
0.39092973615474214,0
0.2937901097918392,0
0.2743375786266362,0
0.3174130676552229,0
0.4718901334605549,0
0.26288763005841875,0
0.2363369920557695,0
0.16553512767730144,0
0.15725241563613782,0
0.19202186206551417,0
0.05501742043457193,0
0.13072598389610796,0
0.5466407936674114,0
0.3765003378192367,0
0.3324985529002374,0
0.23069819175456688,0
0.19188681386276227,0
0.23962117760463084,0
0.7354923644420158,0
0.33484652117551617,0
0.33122159793068784,0
0.3278238070389553,0
0.27563356289801744,0
0.34144009107038714,0
0.379582373828358,0
0.39134055900633236,0
0.2266284451267443,0
0.11201823586980517,0
0.15606834612694118,0
0.20242755270687218,0
0.31446813619838804,0
0.5221894194871914,0
0.336052885121438,0
0.287598644032607,0
0.25719968473398597,0
0.28274026546007514,0
0.2690713783607418,0
0.3216790926205288,0
0.4712605616781757,0
0.8834559519335965,0
0.8950454574562438,0
0.9092673385423521,0
0.7915077430567127,0
0.19423146939037628,0
0.33055684264081775,0
0.4841550429597615,0
0.38520211724064446,0
0.30177230162484525,0
0.9551652480341508,0
0.29758691898746514,0
0.28612225207805064,0
0.45424683397189175,0
0.43551997897240025,0
0.27702463204004146,0
0.18835076231182857,0
0.32853406217094977,0
0.33412098048781036,0
0.38492211672269055,0
0.9378795550849428,0
0.39797433576378743,0
0.30365803220174437,0
0.21141778138408698,0
0.8044553766978795,0
0.34466294775130074,0
0.3017522785549628,0
0.5579839168240799,0
0.4002219314763394,0
0.32590385659888466,0
0.2916807251467015,0
0.13992790102177913,0
0.274095948184352,0
0.624951436435825,0
0.4173868296151387,0
0.36857802741454904,0
0.22456809010312226,0
0.20854662336708485,0
0.1984135128891827,0
0.09672177047145876,0
0.7805118286808346,0
0.3855757142443665,0
0.11530607434609685,0
0.23430702318345353,0
0.46730390249813375,0
0.7196743957225987,0
0.8839989623607272,0
0.7549702377135319,0
0.5227634761194224,0
0.19661748965541123,0
0.2175422673851455,0
0.25868941555231423,0
0.3409296132428426,0
0.8115113054781984,0
0.42898566491930673,0
0.39523842943595056,0
0.3129342289967759,0
0.30327684065538185,0
0.2794037175931803,0
0.27635875380649905,0
0.3678893513749973,0
0.33689385573074676,0
0.21071510956320974,0
0.4348503186121669,0
0.2061483699031781,0
0.31321609639698245,0
0.3416301824859793,0
0.4646580514276174,0
0.32346178212040133,0
0.21693593956481894,0
0.43112979613557073,0
0.6988425792691917,0
0.5857660741911026,0
0.7443722275160988,0
0.645802492059193,0
0.6280786106625635,0
0.7620494395499943,0
0.5727591212973219,0
0.9137948861072159,0
0.6157648946799857,0
0.6570383704032152,0
0.8447057194164174,0
0.8023707987289876,0
0.322312629082735,0
0.33231284664073396,0
0.9112292983187273,0
0.06693457228160328,0
0.35733050833556285,0
0.35592968642512074,0
0.8023254435634074,0
0.789521610024026,0
0.8690530708258012,0
0.3021955487120646,0
0.32358401403759246,0
0.6004186365328145,0
0.7945401326702412,0
0.21035427380164512,0
0.32989000729272655,0
0.3426408663382002,0
0.30834541699225626,0
0.8293557486510849,0
0.4299278149906082,0
0.48539268397503427,0
0.43909657077521913,0
0.39154527762356234,0
0.31049059623841213,0
0.1597601303545373,0
0.3918590713273231,0
0.7715729616888233,0
