ar.L1.D.y,ar.L2.D.y,ar.L3.D.y,ma.L1.D.y,ma.L2.D.y,ma.L3.D.y,is_anomaly,window_label
-0.9467933273260386,0.0075598971664400105,0.4863128991155911,1.623111487836592,1.0580972980461714,0.036788795343892906,0,0-99
-0.3610906521469477,-0.32149631376725396,0.604784350977834,0.9461295748447708,0.8386906050161251,-0.14734066770425633,0,50-149
1.0665838539332004,-1.0736909842862763,0.6460811192471969,-0.715352566192869,1.0718263390723226,-0.1981323330530304,0,100-199
0.18000645330873882,0.5778487841333672,-0.35320037640534224,0.3387061938445399,-0.039309664607026173,0.27739464417203075,0,150-249
0.6715502457761996,0.8348917078791607,-0.5950549248502036,-0.06537284889100123,-0.8447282410298393,-0.08975724397046325,0,200-299
1.5782517651234707,-1.3272688052107409,0.38542009844312475,-1.2675429267485891,1.1718044689597864,-0.15442823613749254,0,250-349
0.3923427067764541,0.582037192935362,-0.6387572239698132,-0.007189408198260472,-0.36297449842773244,0.542781120479118,0,300-399
0.6792424113239437,0.7373235007112418,-0.5049310622180174,0.016907519493691958,-0.7090150895979834,-0.30779699673910854,0,350-449
0.023410958464459314,0.6045410320145533,-0.18613825410668655,0.6049814177723356,-0.09590563976553415,-0.07974471423405542,0,400-499
0.668757872649482,0.8767651093906148,-0.630042968415505,-0.11614350251224925,-0.8010670212908524,-0.08254719690986412,0,450-549
0.18047433263957832,0.5335028029987021,-0.525079103435922,0.28388152883215506,0.1542836031857113,0.5560776611217264,0,500-599
0.21917872508025146,0.5402925845995529,-0.4715679319466827,0.5454176737756792,0.2928750579465965,0.3177510852602811,0,550-649
-0.016645684318942845,-0.11032455139141634,0.28875454015450264,0.8247478883683667,1.1242121353711962,0.1985193263673418,0,600-699
0.2309981053049921,0.5300971198024786,-0.40804288368356045,0.5860099409866965,0.1272510333216039,0.225228731056273,0,650-749
0.19855797707843736,0.6504805695658706,-0.3664730827789308,0.5017720071799331,-0.09164306899915231,0.10254945838308491,0,700-799
-1.118621789127287,0.4314670571473358,0.6496815809877361,1.7908678736646486,0.7983822954129509,-0.10605986617749204,0,750-849
-0.8537840751218163,0.3691795894357127,0.5087137809444399,1.4427693256118153,0.556499585110174,-0.20402559005100485,0,800-899
0.10501224654638625,0.5925745672601521,-0.23875198560376956,0.34646768573360265,-0.16763464070896597,0.05073724642781238,0,850-949
0.16910553801413267,0.4946067583109552,-0.3794435514616241,0.44581864501970436,0.09397427309672712,0.26053549025152295,0,900-999
0.25192830308331815,0.4863703187726436,-0.39061937057469265,0.5154347288989101,0.14560210346108704,0.2720563984256396,0,950-1049
0.3567310198868564,0.6037267980960073,-0.461504235239259,0.47875400054926875,-0.08170060058665504,0.11429763560950137,0,1000-1099
0.21176166561558116,0.5444994593508768,-0.34300630203551175,0.4565860072209444,0.05330951557651948,0.1618932184387014,0,1050-1149
0.11208460731496928,0.5909196166993351,-0.12996768360770292,0.4419172389560941,-0.02737483357737463,0.027790400591053793,0,1100-1199
0.23467648339424912,0.5624837087855044,-0.3164318285258689,0.417167611550603,0.034758833226879685,0.21323189093460942,0,1150-1249
0.24250785680342818,0.559958354162724,-0.43699013344473653,0.5577409195146417,0.16439723386155633,0.22340541985190798,0,1200-1299
0.11305837515109426,0.48470218534152326,-0.38797962204430125,0.5385836983172991,0.34023160026967664,0.4620215958062928,0,1250-1349
0.13841045208199482,0.4431429060210935,-0.39812534628121954,0.45051084556638565,0.31641857782741895,0.5276747303598592,0,1300-1399
0.3278719084381795,0.5945659954321221,-0.4624369318004789,0.39855672967091116,-0.09710741213955786,0.1823954904982561,0,1350-1449
0.8171349285522196,0.7925801369176302,-0.6758861535263372,-0.2483370567808191,-0.7357548339715847,-0.015750386805470123,0,1400-1499
-0.9488747766574621,-0.04035191530551174,0.5012921662735575,1.3409575354721657,0.543097484024183,-0.28138407379868813,0,1450-1549
1.2326508023591276,-1.1681456080332744,0.2929133521368299,-0.8557619340534479,0.8722842941061588,0.12945568222461487,0,1500-1599
0.20392251298113084,0.5184389611716811,-0.4112490801848726,0.5206085123801721,0.24483176525202516,0.3209557910141615,0,1550-1649
1.237556305648277,-1.1982154448161986,0.43129482704624617,-0.8545510024045728,1.1032679438346202,-0.14586384962354887,0,1600-1699
0.07383852606471494,0.44075419462312937,-0.32057679998367616,0.29894544386149396,-0.018744597866472715,0.3257629888391355,0,1650-1749
0.8260322493915553,0.68154476851607,-0.5912700133189542,-0.3415198218044124,-0.6170364220675875,-0.04130223747187171,0,1700-1799
-0.7104065616529994,0.4208578233642223,0.3921911656054417,1.393065337666326,0.605785907787715,-0.10738320420011556,0,1750-1849
0.26706035686109453,0.6223504701238203,-0.36428670128387614,0.40127344618076444,-0.11669889223417867,0.07637842213122041,0,1800-1899
0.23139500964746335,0.5750112571707239,-0.4275562892008575,0.3702818592954973,0.0823600038417917,0.23502965740000878,0,1850-1949
0.28424780215936274,0.5749484547065883,-0.44076728559573014,0.404130995933599,0.05058207560804322,0.1519751935594069,0,1900-1999
0.33971082463032676,0.572305651626874,-0.4612153597167695,0.40033076972607445,-0.038137377496009074,0.1487120292936854,0,1950-2049
0.37204230623280393,0.5386135913065765,-0.4363798356798825,0.46205835820091096,-0.03447867190796402,0.0923670945900165,0,2000-2099
0.9062449208963065,0.6536201155452338,-0.636392866780866,-0.22244242201754516,-0.5984882550328153,-0.17893154636658787,0,2050-2149
0.15783440151132647,0.5676375629895625,-0.1643568430685155,0.12782122066513088,-0.07454393353918415,0.2529602648533989,0,2100-2199
0.06585664300085259,0.5955592025071568,-0.10125233149134873,0.1784956731615275,-0.13721346584651647,0.1752616172350535,0,2150-2249
0.78420561880512,0.7916552115350903,-0.6393573536520006,-0.296055626005035,-0.5957452343797406,-0.10806782907817916,0,2200-2299
0.2861326101035993,0.49251160606820243,-0.340819535690761,0.13453103776620728,-0.08666600636545463,0.19383038338872402,0,2250-2349
0.18623379866526216,0.39632695818503116,-0.2493782779104826,0.27939813989394374,0.07571081505828492,0.22414621953916924,0,2300-2399
0.3627046199629303,0.5402268030513503,-0.44595454418183283,0.26376853998202066,-0.06238128756976751,0.1703462878293247,0,2350-2449
0.8288652395307489,0.6590741054297931,-0.5647638675420695,-0.17549929460975341,-0.6033363874990061,-0.22099234318013644,0,2400-2499
0.5586553197955569,0.12211375877975288,-0.0025267855655919788,-0.3932576577857018,0.040757868095087635,0.04534802825024244,0,2450-2549
0.1298601788919429,0.03654323719211039,0.24346976983780172,0.08163697255270327,0.19216704999844958,-0.057456377185154485,0,2500-2599
0.7632229733652067,0.7974526253141425,-0.6453101988260564,0.10699666377611633,-0.7852247541358661,-0.3216012569601417,0,2550-2649
0.2692366982972154,0.5854118422387955,-0.4438555567421959,0.6056943439023359,0.10835970724798086,0.185179404177765,0,2600-2699
0.2500642336671481,0.6119830435957704,-0.47592780154731706,0.5710617904529744,0.03521109943015949,0.20014293833664995,0,2650-2749
0.24599727951461142,0.6181154912878708,-0.5364608697675854,0.4820350336261057,-0.012446455486917474,0.3404036010551268,0,2700-2799
0.3174277193921456,0.5831723563164543,-0.36333309434618044,0.34867883663185884,-0.14263969994714948,0.07432068084057973,0,2750-2849
-1.093531139381321,0.503458016080112,0.7034904388699749,1.8333250969093844,0.904905307718141,-0.050346645047768014,0,2800-2899
0.40728663333690174,0.79454980399861,-0.5435709957529489,0.40523504762565377,-0.1259888730777264,0.11202566480838098,0,2850-2949
0.1891155067638866,0.5615421185027647,-0.3753689283820192,0.5584116982065106,0.3328674518126792,0.32422708147119417,0,2900-2999
-0.05377313138575632,0.3946415223500475,-0.2535204510289413,0.3751477158942167,-0.05158607960074191,0.20089854709972152,0,2950-3049
-0.2559850271802892,0.2958144128308497,-0.2427121047740362,0.5857857307685026,0.026542473242039274,0.19954997197795804,0,3000-3099
-0.24973301160743766,0.18805872909739418,-0.07854349083032829,0.8408958168022195,0.48487687148646164,0.14225604884380533,0,3050-3149
-0.13374974957517813,0.34572424350340025,0.5048125426069099,0.4562425860676199,-0.7052748547141608,-0.7507399226461106,0,3100-3199
-0.385385608200809,0.44109428936793327,0.5319628604686794,0.6992493114952698,-0.6994773366334808,-0.9997484757541266,0,3150-3249
0.005330738561725307,0.6353404292881581,0.20012143304449495,0.6044985894346022,-0.6045481165610548,-0.9997778583453542,0,3200-3299
-0.026903199928098087,0.48615236963803077,-0.29917899178136564,0.6296130187782762,0.2838473311389135,0.29016593168632554,0,3250-3349
-0.060239071723705906,0.4834459322570799,-0.26130123488058254,0.6620445434514188,0.2681403266672169,0.24645457805252777,0,3300-3399
0.7166572947171216,0.8139166525698893,-0.6381482621796294,0.02916096032890156,-0.847864408316898,-0.18113212079096283,0,3350-3449
0.7980721205781018,0.7627818034643399,-0.6421535719191297,-0.22538783387383246,-0.727409221520319,-0.04715324374934074,0,3400-3499
0.18425926508183846,0.6630456744534288,-0.2403936067782875,0.2761517805254137,-0.13672934332460795,0.13318046260692468,0,3450-3549
0.7914516553245352,0.8049410651649529,-0.6889067512405146,-0.421606806612978,-0.794619515378432,0.21622666308239735,0,3500-3599
0.6855443267652266,0.7418374881420025,-0.545939158703974,-0.2180251562168218,-0.6835041009823288,-0.06111583826996679,0,3550-3649
0.797563519901156,0.7786288663280916,-0.6783500411275161,-0.06728490579305449,-0.608039944088082,-0.3244895633324154,0,3600-3699
0.7514884783176163,0.7452665748042233,-0.6009289963557488,-0.017533166289671637,-0.7198874329772732,-0.2624287580476019,0,3650-3749
0.2762213000036871,0.7317195177492427,-0.5444883846380502,0.46763846888176797,-0.33447463064104793,0.19687741367936062,0,3700-3799
